names,InfPriorinf_ALPHA_306-366,InfPriorinf_DELTA_062-122,InfPriorinf_DELTA_184-244,InfPriorinf_EARLY_367+,InfPriorinf_NA_184-244,InfPriorinf_NA_367+,VaccStatusboost_001-061,VaccStatusboost_062-122,VaccStatusboost_123-183,VaccStatusboost_184-244,VaccStatusboost_245-305,VaccStatusboost_306-366,VaccStatusboost_367+,VaccStatusfull_001-061,VaccStatusfull_062-122,VaccStatusfull_123-183,VaccStatusfull_184-244,VaccStatusfull_245-305,VaccStatusfull_306-366,VaccStatusfull_367+,VaccStatuspartial_062+,VaccStatussecboost_001-061,VaccStatussecboost_062-122,VaccStatussecboost_123-183,AgeGr0-11,AgeGr12-15,AgeGr18-24,AgeGr25-29,AgeGr30-34,AgeGr45-49,AgeGr50-54,AgeGr55-59,AgeGr60-64,AgeGr65-69,AgeGr70-74,AgeGr75-79,AgeGr80+,SexM
VaccStatusfull_306-366,2.029199405739316e-5,-1.9863262318971333e-5,8.362267876831594e-6,-1.8385477789057095e-5,-7.437700586464367e-5,-3.7784037014597956e-6,7.329200198758347e-5,9.510791899126637e-5,2.1693899020926912e-4,3.8121244654653035e-4,3.400723409840403e-4,3.389532543987158e-4,3.399661453023888e-4,6.289619916004818e-5,7.494931233466557e-5,7.099813924919921e-5,8.869412171456055e-5,1.5129394130070182e-4,0.002519384559210195,3.3825716619605834e-4,1.2915783374632276e-4,3.4043371074239756e-4,3.433126901424226e-4,3.3951690089193835e-4,1.0309641465120781e-4,2.304130511213776e-5,-2.06467222988632e-5,2.0386424671256673e-6,-3.49810873703852e-6,-1.2131875097197012e-5,-9.641126514713786e-6,-9.205717855852184e-6,-3.6393020030137156e-7,-6.629113461552818e-7,-1.3611583252947052e-5,-3.079319274835846e-5,-4.473301203873686e-5,6.013377015706391e-6
VaccStatusfull_367+,1.3461841892542014e-5,-6.054783558891266e-6,-5.259683104296882e-5,-1.881462623108495e-5,-1.1769105376208507e-4,-5.940826509375896e-6,6.438478011319893e-5,8.846823852965186e-5,1.9729813286991534e-4,4.708932487954404e-4,6.178047753612236e-4,7.094494774135607e-4,7.805089205536266e-4,4.066115769761789e-5,5.270947790165703e-5,4.738403817086696e-5,7.653958604123359e-5,1.7438807632034865e-4,3.3825716619605834e-4,0.0018800593114774527,1.3721516130553498e-4,6.692441286864261e-4,7.43416789153151e-4,7.948123024681797e-4,1.13688169693176e-4,5.709879093250822e-5,3.086523248825958e-6,1.9851624984098935e-5,1.0755061677479738e-5,-1.7657901458013698e-5,-1.6551591349432934e-5,-1.5350953048289505e-5,-1.0172575056010933e-5,-1.3546390215400315e-5,-2.8045871236542718e-5,-4.4489076038298156e-5,-4.091566098006846e-5,3.939875047027129e-6
VaccStatuspartial_062+,8.862091479614163e-6,-7.617900384462386e-5,-5.658461140094822e-5,1.3032820786620726e-6,-5.9108422406767795e-6,1.073616685035524e-6,9.551402193829822e-5,1.0394601786636786e-4,1.2051144905255871e-4,1.329215326958571e-4,1.3405629945264355e-4,1.3531894133712695e-4,1.35470856974214e-4,9.281840806160414e-5,1.0211784790265426e-4,9.868358368132763e-5,1.0354789902323666e-4,1.1627006782766893e-4,1.2915783374632276e-4,1.3721516130553498e-4,0.008520509416080922,1.3443388070268338e-4,1.353386213393206e-4,1.3606630985171724e-4,9.615087559813705e-5,2.5776079155922273e-5,-3.689270780815434e-5,-1.8003286824058377e-5,-6.143993472227024e-6,-1.8773322844400866e-6,-4.3972578282933615e-6,-1.3874716654780007e-6,8.586386145298585e-6,-1.9324058423776205e-7,-5.705587474941928e-6,-1.0104982136428618e-5,-7.428033686507055e-6,-3.2185627231277804e-6
VaccStatussecboost_001-061,1.0156785634852424e-5,-1.3983307085321462e-5,7.210770598722874e-5,-2.0667805963166053e-5,1.0228724295459814e-4,6.451232431329802e-6,8.045726604482548e-5,1.4194377394269642e-4,2.387785289953002e-4,4.930385120682694e-4,7.662370588060653e-4,9.837747826918666e-4,0.0010682215717942184,2.153177449835936e-5,3.403473556127199e-5,2.346673868588424e-5,6.92508516656002e-5,1.9491431336053972e-4,3.4043371074239756e-4,6.692441286864261e-4,1.3443388070268338e-4,0.00772064809768341,0.001072928454041088,0.0011001912559166762,9.882557064767194e-5,6.968505615922982e-5,2.74201327564926e-5,3.4251788185944925e-5,2.2470330918377495e-5,-2.4441069831712317e-5,-3.3700535026607944e-5,-4.8740160514045175e-5,-7.848821491507047e-5,-1.2914292516336723e-4,-1.75974688753418e-4,-2.1493685490186291e-4,-2.048352217082117e-4,-3.6747060910493376e-7
VaccStatussecboost_062-122,9.46145972393774e-6,-1.6033944407032253e-5,3.531457934917234e-5,-2.1305969131849946e-5,8.254389634652987e-6,1.1786697924156317e-5,8.046448924997779e-5,1.475634190027782e-4,2.344640118560668e-4,4.275411103309563e-4,7.357411952368021e-4,0.0014051929990616901,0.0022311246508129345,1.76400410527033e-5,2.9841580620340792e-5,1.8380796834107808e-5,6.41886934624921e-5,1.84218362930166e-4,3.433126901424226e-4,7.43416789153151e-4,1.353386213393206e-4,0.001072928454041088,0.017643334151702533,0.0023858545338009043,9.749434575267099e-5,7.211175666417911e-5,3.0976200469786966e-5,3.5315842577495835e-5,2.3280000028052665e-5,-2.465760134468869e-5,-3.5017544590544156e-5,-5.152465355666848e-5,-8.30087849038696e-5,-1.374437862210715e-4,-1.9629354664579967e-4,-2.4317808687158199e-4,-2.3592848115482507e-4,4.3865489246666246e-7
VaccStatussecboost_123-183,9.05758818886486e-6,-1.7271176680236367e-5,1.9402822587810416e-5,-2.0205824735503717e-5,-1.1844239379370122e-5,1.8380825944664415e-5,8.100961109237205e-5,1.5367303227601837e-4,2.3693483180312524e-4,4.121805057876815e-4,6.581370324207086e-4,0.001635540888092944,0.0037999383579401078,1.4733497767662938e-5,2.688847500426593e-5,1.4772705551420882e-5,6.139884964150964e-5,1.747568569260344e-4,3.3951690089193835e-4,7.948123024681797e-4,1.3606630985171724e-4,0.0011001912559166762,0.0023858545338009043,0.09519989665594229,9.65405552292463e-5,7.404984775393905e-5,3.404967786459021e-5,3.6391767481930816e-5,2.4396952745559643e-5,-2.3878034215685194e-5,-3.5017517113120194e-5,-5.3524312317004064e-5,-8.383571057605612e-5,-1.4497990562469562e-4,-2.1767073228183147e-4,-2.724158729339188e-4,-2.6065474406866153e-4,5.884537622992801e-7
AgeGr0-11,2.579562670364206e-5,2.943600413539237e-5,3.010603265703088e-5,1.9294914972873944e-5,2.037017175165312e-5,1.273850671387858e-5,1.0628782255178491e-4,9.983746204037386e-5,1.0536367040901709e-4,1.1417098392849112e-4,1.1084049877680399e-4,1.087021072801988e-4,1.0391975385889482e-4,7.742095938415368e-5,9.333331737981417e-5,9.208258702918048e-5,1.114692352233596e-4,1.0604515477451369e-4,1.0309641465120781e-4,1.13688169693176e-4,9.615087559813705e-5,9.882557064767194e-5,9.749434575267099e-5,9.65405552292463e-5,6.834408728472307e-4,3.040636300745592e-4,2.775599364741237e-4,2.905703965004574e-4,2.869499002248746e-4,2.691417615764041e-4,2.7099446788979493e-4,2.7081626205279966e-4,2.733682722335665e-4,2.6897694603197973e-4,2.648794158749184e-4,2.603425384480255e-4,2.705009327352762e-4,2.827919258206769e-6
AgeGr12-15,1.774299631614572e-5,-3.733896165434015e-5,-1.6291323048537713e-5,7.189740806337063e-6,-2.3945530595377763e-5,5.978386363477149e-6,5.263063287028927e-5,5.216260898917852e-5,5.5307527529956164e-5,7.021590467383647e-5,7.655797563564861e-5,7.931383913844083e-5,7.998314493738724e-5,-4.083313616177575e-5,-2.4332711465289755e-5,-2.4591068777950422e-5,4.790455436096551e-5,4.554013265040912e-5,2.304130511213776e-5,5.709879093250822e-5,2.5776079155922273e-5,6.968505615922982e-5,7.211175666417911e-5,7.404984775393905e-5,3.040636300745592e-4,8.316844522529406e-4,2.9250814783046507e-4,2.9218990438596124e-4,2.8912345090718617e-4,2.7333512209219593e-4,2.7201451219752826e-4,2.7024703211775804e-4,2.6936679182078043e-4,2.656279348042696e-4,2.6203454735778737e-4,2.5890393043604895e-4,2.638041325178438e-4,3.505923776898938e-6
AgeGr18-24,9.052465540633975e-6,3.4901485901139612e-06,1.1868091229903794e-6,-6.796951926618265e-7,-7.791755364208034e-6,2.465295141745784e-6,1.0220515735339706e-5,1.5606540511128435e-5,1.3680783441106639e-5,1.9577473040262362e-5,2.841736898795721e-5,3.256172777412581e-5,3.7214052336473405e-5,-3.835188682388075e-5,-3.8035501286663645e-5,-5.780248481370693e-5,-4.3448648141657013e-7,4.714818027369626e-6,-2.06467222988632e-5,3.086523248825958e-6,-3.689270780815434e-5,2.74201327564926e-5,3.0976200469786966e-5,3.404967786459021e-5,2.775599364741237e-4,2.9250814783046507e-4,6.288307268566426e-4,2.870491748842634e-4,2.854810614407623e-4,2.77750439358859e-4,2.762151928061911e-4,2.7467954677661775e-4,2.729509856617329e-4,2.710945394381429e-4,2.6912927536356556e-4,2.677555603622003e-4,2.687685962195971e-4,2.4733228401993123e-6
AgeGr25-29,8.189718061578184e-6,1.1487526024693151e-5,8.295218628644544e-6,-1.4958645742633393e-6,6.685038477872656e-6,1.9092491679275523e-6,2.6843699165347373e-5,2.7264300120059713e-5,2.6408144424675082e-5,3.2980574284905234e-5,3.632962561902273e-5,3.691893405633241e-5,3.6462331752748846e-5,-1.494179407083389e-5,-1.2349018843198852e-5,-1.73356963493086e-5,2.1536332073861226e-5,1.815847413671273e-5,2.0386424671256673e-6,1.9851624984098935e-5,-1.8003286824058377e-5,3.4251788185944925e-5,3.5315842577495835e-5,3.6391767481930816e-5,2.905703965004574e-4,2.9218990438596124e-4,2.870491748842634e-4,6.806593582410227e-4,2.847652243493417e-4,2.7664254152052787e-4,0.00027603691453915394,2.750352800069991e-4,2.7430612943013646e-4,2.722315614358703e-4,2.703899228639194e-4,2.6883581527451693e-4,2.713276398100254e-4,8.597179670439868e-7
AgeGr30-34,6.090586554321552e-6,8.128759114312845e-6,5.4026061034894524e-6,3.8595248449083175e-6,2.9902854242289226e-6,-1.624699744792015e-6,1.8492359871482313e-5,2.0111241461132712e-5,1.9857596977019515e-5,2.2664005238987753e-5,2.5541697219294185e-5,2.7316670591686534e-5,2.8478064032233313e-5,-1.6892368000709004e-5,-1.2808455570242761e-5,-1.3881305246872996e-5,1.2834786318072357e-5,1.2177362761771618e-5,-3.49810873703852e-6,1.0755061677479738e-5,-6.143993472227024e-6,2.2470330918377495e-5,2.3280000028052665e-5,2.4396952745559643e-5,2.869499002248746e-4,2.8912345090718617e-4,2.854810614407623e-4,2.847652243493417e-4,5.802854395421786e-4,2.7758009139097463e-4,2.770520719696862e-4,2.762188531024514e-4,2.75612290673888e-4,2.740972689251607e-4,2.726395078734634e-4,2.7146667174627107e-4,2.732850208036164e-4,1.6287188687278861e-6
AgeGr45-49,-6.326965215939384e-6,-9.163249575899488e-7,-3.6993377265542896e-6,-6.104953539205988e-7,-1.4030302239237487e-7,-6.983600225495033e-6,-2.0517142783028456e-5,-2.295595145630369e-5,-2.057567416367577e-5,-2.417800272229075e-5,-2.752562450347284e-5,-2.7330272798534702e-5,-2.9939908334269226e-5,-7.328509288661231e-6,-8.570727159221411e-6,-4.172530495929056e-6,-1.4133784069725999e-5,-1.9904868375138738e-5,-1.2131875097197012e-5,-1.7657901458013698e-5,-1.8773322844400866e-6,-2.4441069831712317e-5,-2.465760134468869e-5,-2.3878034215685194e-5,2.691417615764041e-4,2.7333512209219593e-4,2.77750439358859e-4,2.7664254152052787e-4,2.7758009139097463e-4,5.298612049034075e-4,2.824091029168041e-4,2.8300886412706066e-4,2.833215582049247e-4,2.8475029899068693e-4,2.8620283875236037e-4,2.874978055473663e-4,2.855802006562231e-4,6.984651730142309e-7
AgeGr50-54,-7.739849111912755e-6,8.603592590260627e-6,3.792920044278368e-6,2.1026961137426107e-6,1.2610924753364006e-5,-5.0362322729194826e-6,-1.9598373328390162e-5,-2.5397614960498734e-5,-2.2360250771054424e-5,-2.5410397516130363e-5,-3.138646676710275e-5,-3.243723920439044e-5,-3.6885677661252434e-5,-9.431819234593435e-7,-2.35658776687445e-7,3.96749631378448e-6,-8.757182880238137e-6,-1.845091038646929e-5,-9.641126514713786e-6,-1.6551591349432934e-5,-4.3972578282933615e-6,-3.3700535026607944e-5,-3.5017544590544156e-5,-3.5017517113120194e-5,2.7099446788979493e-4,2.7201451219752826e-4,2.762151928061911e-4,0.00027603691453915394,2.770520719696862e-4,2.824091029168041e-4,6.137440976511355e-4,2.839454100401876e-4,2.8487526288895656e-4,2.8678123000004863e-4,2.8879322860131396e-4,2.9045437105002067e-4,2.8866185410838065e-4,9.81867690396833e-7
AgeGr55-59,-2.7194015740792532e-6,1.089510629235401e-5,7.989448824239887e-6,4.446670071396894e-6,1.8694731569987753e-5,-3.1839154677990773e-6,-2.3596409246560697e-5,-3.433907015174865e-5,-2.705731592681896e-5,-3.1227857215885105e-5,-4.147777975832604e-5,-4.314957361229836e-5,-5.1488441240817354e-5,3.3424176935932823e-6,3.6589402027377815e-6,7.62512993717174e-6,-2.0078129305688235e-6,-1.9696261924580138e-5,-9.205717855852184e-6,-1.5350953048289505e-5,-1.3874716654780007e-6,-4.8740160514045175e-5,-5.152465355666848e-5,-5.3524312317004064e-5,2.7081626205279966e-4,2.7024703211775804e-4,2.7467954677661775e-4,2.750352800069991e-4,2.762188531024514e-4,2.8300886412706066e-4,2.839454100401876e-4,6.572460268161434e-4,2.874796496568231e-4,2.9036170109208184e-4,2.9338715075728414e-4,2.9574741304439796e-4,2.9363457838894327e-4,1.931600300197724e-6
AgeGr60-64,3.818525552189094e-6,1.696715328865778e-5,1.536630429703675e-5,1.459644901932754e-5,2.6263857771800447e-5,3.944677517547323e-6,-2.0926277703319124e-5,-4.5450247270734975e-5,-3.141321918605361e-5,-3.18960850658524e-5,-5.02739103479354e-5,-5.5661267712699036e-5,-7.52648966743236e-5,9.09597312251893e-6,9.77405201170987e-6,1.4042013807187592e-5,8.297065699719357e-6,-1.0914867797103199e-5,-3.6393020030137156e-7,-1.0172575056010933e-5,8.586386145298585e-6,-7.848821491507047e-5,-8.30087849038696e-5,-8.383571057605612e-5,2.733682722335665e-4,2.6936679182078043e-4,2.729509856617329e-4,2.7430612943013646e-4,2.75612290673888e-4,2.833215582049247e-4,2.8487526288895656e-4,2.874796496568231e-4,8.176038121823597e-4,2.9530864531519054e-4,2.999531343009768e-4,3.0343356916520984e-4,3.015149449556221e-4,5.285997929537815e-6
AgeGr65-69,8.889260353800404e-6,1.889725741852518e-5,1.7429401966257086e-5,2.476776698820386e-5,3.3172649034906216e-5,1.4541711526231745e-5,-3.315223997194141e-5,-6.567325196680568e-5,-4.2497972342822086e-5,-4.609964778960268e-5,-6.916513254269369e-5,-7.280732213257758e-5,-9.402721735401216e-5,7.000436553463031e-6,8.086407702944271e-6,1.271530439126037e-5,7.296859011185178e-6,-1.3909865372999444e-5,-6.629113461552818e-7,-1.3546390215400315e-5,-1.9324058423776205e-7,-1.2914292516336723e-4,-1.374437862210715e-4,-1.4497990562469562e-4,2.6897694603197973e-4,2.656279348042696e-4,2.710945394381429e-4,2.722315614358703e-4,2.740972689251607e-4,2.8475029899068693e-4,2.8678123000004863e-4,2.9036170109208184e-4,2.9530864531519054e-4,8.718105627520879e-4,3.0802949863806343e-4,3.12752627913117e-4,3.09685583757e-4,6.902375937451894e-6
AgeGr70-74,1.0793929548520955e-5,2.1339118053886125e-5,1.7875776964191157e-5,2.8150045585857144e-5,3.4944262679312204e-5,1.713151667869714e-5,-2.9859400135895954e-5,-9.216363631295121e-5,-8.141788885011592e-5,-5.569762791557218e-5,-9.276188472728915e-5,-1.2204602345090793e-4,-1.597024188324389e-4,7.570108767936245e-6,8.296527161376176e-6,1.3766887373507204e-5,8.889015966025598e-6,-2.7718872013148574e-5,-1.3611583252947052e-5,-2.8045871236542718e-5,-5.705587474941928e-6,-1.75974688753418e-4,-1.9629354664579967e-4,-2.1767073228183147e-4,2.648794158749184e-4,2.6203454735778737e-4,2.6912927536356556e-4,2.703899228639194e-4,2.726395078734634e-4,2.8620283875236037e-4,2.8879322860131396e-4,2.9338715075728414e-4,2.999531343009768e-4,3.0802949863806343e-4,9.91047408360015e-4,3.260009233340074e-4,3.229183102938558e-4,9.618264533319925e-6
AgeGr75-79,1.1037640955688469e-5,2.2071676725997467e-5,1.582571316671414e-5,3.0371555636919665e-5,3.703558975390887e-5,1.6809205884365642e-5,-2.6891740882507627e-5,-1.1428183024517315e-4,-1.2035993490161072e-4,-6.473385148990553e-5,-1.1306161680406492e-4,-1.6394427704507952e-4,-2.0672617352250435e-4,7.308917644495173e-6,5.394283926068101e-6,1.3525019314190284e-5,6.839574853942435e-6,-4.287021855165913e-5,-3.079319274835846e-5,-4.4489076038298156e-5,-1.0104982136428618e-5,-2.1493685490186291e-4,-2.4317808687158199e-4,-2.724158729339188e-4,2.603425384480255e-4,2.5890393043604895e-4,2.677555603622003e-4,2.6883581527451693e-4,2.7146667174627107e-4,2.874978055473663e-4,2.9045437105002067e-4,2.9574741304439796e-4,3.0343356916520984e-4,3.12752627913117e-4,3.260009233340074e-4,0.001191440887852137,3.337814001438778e-4,1.2801606989516299e-5
AgeGr80+,1.550391910500901e-5,2.8202836687173668e-5,2.096696945674866e-5,2.984231517252554e-5,3.9424147295132106e-5,1.7564871641978897e-5,-2.9691171755002537e-6,-9.600858644793528e-5,-1.1952215197900334e-4,-4.6719335753443776e-5,-9.705723142837344e-5,-1.5635137645361472e-4,-1.9696333217161506e-4,1.7335432075839723e-5,1.706911210391926e-5,2.507164368595753e-5,2.1242628479611734e-5,-2.3729302326307803e-5,-4.473301203873686e-5,-4.091566098006846e-5,-7.428033686507055e-6,-2.048352217082117e-4,-2.3592848115482507e-4,-2.6065474406866153e-4,2.705009327352762e-4,2.638041325178438e-4,2.687685962195971e-4,2.713276398100254e-4,2.732850208036164e-4,2.855802006562231e-4,2.8866185410838065e-4,2.9363457838894327e-4,3.015149449556221e-4,3.09685583757e-4,3.229183102938558e-4,3.337814001438778e-4,0.0011280880660612135,2.030469166370839e-5
SexM,1.232664322943473e-6,3.284454109834499e-6,4.918058951970446e-6,3.209362475235843e-6,2.48855701383491e-6,3.7931497639961535e-6,-1.7484098734139505e-6,2.5442116827696234e-6,5.532746768029469e-6,2.7018161554770807e-6,4.6164039199678875e-6,8.693495879421785e-6,1.3446667805530216e-5,-3.9016313229269005e-6,-4.543627278346597e-6,-3.087049968621244e-6,-1.3247525996043276e-6,4.483947819866377e-6,6.013377015706391e-6,3.939875047027129e-6,-3.2185627231277804e-6,-3.6747060910493376e-7,4.3865489246666246e-7,5.884537622992801e-7,2.827919258206769e-6,3.505923776898938e-6,2.4733228401993123e-6,8.597179670439868e-7,1.6287188687278861e-6,6.984651730142309e-7,9.81867690396833e-7,1.931600300197724e-6,5.285997929537815e-6,6.902375937451894e-6,9.618264533319925e-6,1.2801606989516299e-5,2.030469166370839e-5,1.1706743312526595e-4
